code,자산총계,부채총계,자본총계,자본금,매출액,매출총이익,영업이익,당기순이익,영업활동으로인한현금흐름,투자활동으로인한현금흐름,재무활동으로인한현금흐름,FCF,EBITDA,EBIT,EV,매출총이익률,영업이익률,ROE,ROA,ROIC,부채비율,자기자본비율,이자보상배율,EPS,BPS,CPS,SPS,DPS,현금배당성향,현금배당수익률,PER,PBR,PCR,PSR,P/FCF,PEG,EV/EBITDA,EV/EBIT,EV/Sales,Open,High,Low,Close,Volume,Change,종목명,PBR_rank,PSR_rank,PCR_rank,PER_rank,DIV_rank,EV_rank,rank_tot
002720,145625551.89,75126688.03,70498863.86,18400520.0,130394720.79,64804646.05,6041374.04,2194568.95,5099946.02,-8980617.91,621951.7,-6499593.24,9667304.04,6104298.65,219707745.25,49.699,4.633,3.3529999999999998,1.566,5.07,106.564,48.411,9.29262,114.286713,3833.27967,264.573681,6764.583532,0.0,0.0,0.0,84.437255,2.51744,36.473984,1.426555,-28.619542,3.207773,22.72689,35.9923,1.68494,7580.0,7650.0,7470.0,7480.0,95436.0,1.3662100456621002,국제약품,253.0,220.0,275.0,266.0,272.0,205.0,1014.0
026960,1525770284.06,128513682.21,1397256601.85,49850000.0,493040722.3,82167076.64,45114689.62,120588759.23,84004855.46,-12697688.19,-71777625.58,81316374.32,51032843.62,137102849.04,2731324971.1,16.665,9.15,8.609,8.028,35.665,9.198,91.577,1128.51614,1173.83236,14005.25226,842.57628,4945.24295,700.0,59.01916,2.061856,28.92236,2.42409,40.29309,6.8651800000000005,41.62526,-19.68061,53.52092,19.92172,5.53975,31950.0,32300.0,31600.0,32300.0,105492.0,2.0705128205128216,동서,250.0,284.0,277.0,213.0,108.0,66.0,1024.0
000100,2393522100.93,547019907.07,1846502193.85,68037750.0,1619865302.68,558422517.54,84255098.21,190401937.32,28830248.88,57594896.79,11687628.91,-22622696.44,144039791.18,235804496.13,5015233057.35,34.473,5.201,11.058,8.442,7.7411,29.625,77.146,31.06668,2709.07398,28119.42826,405.181574,22765.657584,382.18655,12.93864,0.508904,27.721645,2.67075,185.348996,3.298831,-236.207822,1.386051,34.81839,21.26861,3.09608,63300.0,63400.0,62600.0,63100.0,200306.0,1.4686030815063076,유한양행,255.0,267.0,295.0,210.0,224.0,45.0,1027.0
011150,135332381.68,69472862.85,65859518.83,18065386.5,149049674.0,18563118.73,3962855.96,2105551.75,3449076.91,-5006199.83,1809034.72,-1007476.22,10429906.96,3893998.01,212868051.68,12.454,2.659,3.234,1.603,3.6784,105.486,48.665,5.93826,58.27586,1822.80957,95.46092,4125.28329,0.0,0.0,0.0,87.5148,2.79788,53.425,1.23628,-182.89955,-3.8254200000000003,20.40939,54.66568,1.4281700000000002,4795.0,4800.0,4700.0,4705.0,352375.0,1.1791979949874685,CJ씨푸드,262.0,214.0,284.0,268.0,272.0,211.0,1028.0
007110,94043686.09,41825961.36,52217724.73,38728305.0,58742051.91,9702178.85,1641325.23,634642.15,10700817.91,-5110612.58,-565684.92,10010463.73,2773952.23,1174172.35,143155138.61,16.517,2.794,1.219,0.7000000000000001,2.3645,80.099,55.525,4.17279,8.19352,674.39484,138.15242,758.38656,0.0,0.0,0.0,230.0599,2.7951,13.64435,2.48554,14.58531,4.15118,51.60692,121.92004,2.43701,1885.0,1890.0,1865.0,1880.0,293916.0,1.1257485029940122,일신석재,261.0,260.0,225.0,288.0,272.0,247.0,1034.0
293940,1378764422.16,1021861970.1,356902452.05,56330123.0,26357171.09,26357171.09,13350362.97,2526240.05,8779941.44,-548494024.07,549636653.74,8779941.44,17252999.95,13476291.05,1293892558.71,100.0,50.652,0.935,0.23800000000000002,,286.314,25.886,1.21064,49.467602,5334.65737,161.36485,484.413377,154.90558,358.69611,2.254812,138.878779,1.28781,42.574329,14.182101,42.574329,,74.99522,96.01251,49.09072,382000.0,383500.0,371000.0,371500.0,89486.0,6.100164203612479,신한알파리츠,182.0,291.0,279.0,282.0,90.0,96.0,1034.0
102460,317609837.02,87520569.28,230089267.74,8781195.0,130034153.19,72584717.6,1654082.15,3844427.14,4599406.54,-29594306.6,31392258.63,-47708372.65,6218724.15,3926569.94,409751321.08,55.82,1.272,1.7109999999999999,1.301,0.5801000000000001,38.038,72.444,9.29197,222.585743,13023.92162,266.297756,7528.7547,196.13145,90.10583,0.887473,99.287583,1.6968800000000002,82.989809,2.935409,-8.000777,-3.031049,65.88993,104.3535,3.1511,33700.0,33700.0,32950.0,33200.0,202985.0,1.881019830028329,이연제약,215.0,264.0,289.0,276.0,192.0,165.0,1044.0
004770,65431756.62,1602323.38,63829433.23,18372505.5,16423123.84,5146940.86,1200510.39,5837866.94,3553190.46,-8503389.57,-203400.73,3346181.52,1813156.39,6511997.95,135253590.33,31.34,7.31,9.919,9.199,27.9991,2.51,97.551,14.80777,169.50262,1831.80992,103.16698,476.84583,0.0,0.0,0.0,30.02903,2.77867,49.33749,10.67431,52.38972,0.43008,74.59565,20.76991,8.23556,3485.0,3485.0,3430.0,3450.0,748726.0,1.0014513788098696,써니전자,259.0,289.0,282.0,218.0,272.0,252.0,1048.0
017670,47906957000.0,23510714000.0,24396243000.0,44639000.0,18624651000.0,18624651000.0,1349324000.0,1500538000.0,5821876000.0,-4250402000.0,-1457579000.0,2264076000.0,5519320000.0,2225859000.0,28850524218.0,100.0,7.245,6.443,3.223,6.024,96.37,50.924,3.38027,3726.147138,60216.3125,14420.273048,46131.616824,2000.0,47.53414,0.840336,63.87295,3.95242,16.504550000000002,5.15915,42.44,-19.1581,5.22719,12.96152,1.54905,278000.0,281000.0,272500.0,277000.0,338311.0,1.5828571428571432,SK텔레콤,280.0,283.0,233.0,260.0,198.0,11.0,1056.0
006400,21534232266.83,8175305378.71,13358926888.12,356712130.0,11294770446.04,2380553013.08,671335358.43,630966297.53,1948820240.51,-1778432984.47,240618953.46,220550452.46,1754823481.43,860359947.66,45968164425.2,21.077,5.944,4.543,3.049,7.427,61.197,62.036,9.7353,8165.72441,194064.67263,27689.01772,160477.14022,1000.0,11.64814,0.159236,76.90683,3.23603,22.68047,3.91333,200.4084,-17.58552,26.19532,53.42899,4.06986,670000.0,673000.0,660000.0,667000.0,250062.0,2.887445887445889,삼성SDI,271.0,275.0,249.0,264.0,241.0,9.0,1059.0
033270,353433062.53,76542018.61,276891043.92,8122411.0,215949552.65,125191994.2,40125938.48,26613256.99,36962044.55,-33726597.87,-1782460.86,24960528.5,48622366.94,35189524.89,1020278120.46,57.973,18.581,10.005,7.774,15.8173,27.643,78.343,69.7184,1638.93466,18654.34205,2276.24811,13298.90612,350.0,19.52086,0.527108,40.51412,3.5594900000000003,29.17081,4.99289,43.19671,-25.62325,20.98372,28.9938,4.72461,49349.0,49650.0,49000.0,49300.0,116014.0,2.8579710144927537,유나이티드제약,276.0,282.0,266.0,238.0,222.0,110.0,1062.0
036570,4081208896.62,936521663.47,3144687233.16,10977011.0,2416184211.89,2416184211.89,824793705.7,586612599.33,707646022.94,-695571922.71,-159329517.89,643209757.54,890597718.42,779407154.0,18658003059.42,100.0,34.136,20.827,15.795,149.2757,29.781,77.053,91.85944,26756.04319,152449.04535,32233.09255,110056.5633,8550.0,29.99537,0.9183669999999999,34.79588,6.10696,28.88336,8.45929,31.77687,3.48072,20.94998,23.93871,7.72209,885000.0,887000.0,868000.0,875000.0,91499.0,1.415857605177994,엔씨소프트,290.0,287.0,264.0,228.0,188.0,18.0,1069.0
090430,5701918175.75,1237520431.55,4464397744.2,34508160.0,4432179039.39,3166780974.65,143009119.31,21869011.69,554358724.38,-206408840.89,-215987303.71,371336936.73,601534119.31,35853854.75,12099736354.56,71.45,3.227,0.784,0.374,3.0821,27.72,78.296,8.39904,509.04133,65223.1802,8032.2846,64219.28957,800.0,156.13492,0.38835000000000003,404.68226,3.15839,25.6465,3.20776,38.28696,-7.31465,20.1148,337.47379,2.72997,932.0,962.0,927.0,945.0,1239284.0,0.945,아모레퍼시픽,268.0,266.0,258.0,293.0,234.0,24.0,1085.0
007570,439116734.91,194194687.58,244922047.34,48826860.0,343328723.95,181708823.2,34100857.09,21545309.77,57484189.26,-21160110.28,-30961060.18,47309796.26,46764778.13,30892317.49,1352872180.72,52.926,9.932,5.385,4.916,8.7644,79.288,55.776,11.30453,557.04883,11109.43296,2943.26674,17578.88609,120.0,20.67322,0.182371,118.1225,5.92289,22.35611,3.74313,27.16399,5.87113,28.9293,43.79316,3.94046,33050.0,33600.0,32650.0,33300.0,180303.0,0.9652173913043477,일양약품,288.0,273.0,247.0,279.0,239.0,94.0,1087.0
020150,1081009988.96,227381589.04,853628399.92,23055417.5,536916980.68,86395994.27,50869598.35,42734536.38,49478844.32,-217671561.48,-10619617.41,-67078320.3,85110981.35,45506644.94,2117294654.47,16.091,9.474,7.228,4.035,8.7034,26.637,78.966,20.329720000000002,926.77863,13255.38742,1073.0416,11644.05244,200.0,21.58013,0.39292699999999997,54.92142,3.83995,47.43525,4.37133,-34.98957,-21.9338,24.87687,46.52715,3.94343,68600.0,69500.0,68000.0,69200.0,218220.0,2.2431118314424636,일진머티리얼즈,277.0,279.0,281.0,251.0,233.0,81.0,1088.0
035420,17014238663.77,8759106628.56,8255132035.21,16481339.5,5304145900.39,5304145900.39,1215342457.28,844996977.15,1447212217.64,-2503202276.04,1192133678.98,687809036.68,1710620660.28,1639227999.91,46130025400.07,100.0,22.913,15.215,5.765,124.76,106.105,48.519,56.09372,6097.30789,49961.12421,8805.723,32273.66309,402.0,5.91551,0.137436,47.97199,5.85455,33.21703,9.06312,69.89163,5.24536,26.96683,28.14131,8.69698,375499.0,379000.0,372000.0,378500.0,547402.0,2.3220858895705527,NAVER,287.0,288.0,272.0,248.0,242.0,8.0,1095.0
012510,798975004.23,400993979.57,397981024.66,15738996.5,306455632.98,169302166.66,76728669.43,57901330.6,105372784.19,-57272576.35,-18787846.11,64279763.78,103082194.16,79936827.03,3320564588.85,55.245,25.037,15.092,7.589,15.9649,100.757,49.811,10.53788,1806.02008,12758.45947,3347.50644,9735.55185,450.0,29.51113,0.43269199999999997,57.58518,8.15145,31.0679,10.6825,50.92911,5.22024,32.21278,41.53986,10.83538,98600.0,98700.0,94600.0,95400.0,203823.0,1.1925000000000001,더존비즈온,293.0,290.0,270.0,256.0,229.0,57.0,1109.0
128940,1882026593.39,1050137118.5,831889474.89,29607572.5,1075853605.01,580918294.01,48976342.01,17289714.88,151534949.94,-45166203.19,-65190053.49,109719454.59,110315407.05,42617698.06,5082720220.76,53.996,4.552,1.645,0.911,2.1041,126.235,44.202,1.96954,990.145336,60842.88223,12546.068209,89073.396728,490.26132,49.17807,0.133768,370.147678,6.02371,29.212339,4.114581,40.345534,-9.047104,46.07444,119.26313,4.72436,4270.0,4330.0,4200.0,4320.0,899792.0,3.348837209302325,한미약품,289.0,276.0,267.0,291.0,243.0,43.0,1123.0
002760,54109128.58,10107183.29,44001945.28,11980000.0,38292697.0,4740702.14,144347.49,394508.5,2029892.98,-1877172.01,-589587.12,240207.64,2184901.46,346483.14,148276913.61,12.38,0.377,0.897,0.719,0.12560000000000002,22.97,81.321,1.58725,6.58612,734.59007,33.88803,639.27708,4.0,60.7338,0.162933,372.75369,3.342,72.44446,3.84028,612.19743,-11.75533,67.86435,427.94842,3.8722000000000003,2210.0,2255.0,2205.0,2235.0,330525.0,1.4607843137254908,보락,272.0,274.0,288.0,292.0,240.0,244.0,1126.0
035720,11953970238.96,4526241211.44,7427729027.52,44300999.0,4156816120.72,4156816120.72,455855515.21,173359671.92,971096476.57,-1260695790.0,1305360309.73,787949665.34,722314473.21,409762006.06,31690380253.65,100.0,10.966,2.701,1.6760000000000002,10.5961,60.937,62.136,24.06206,355.295774,14646.59721,2217.05521,9490.190792,30.0,8.29039,0.038511,219.25395,5.31864,35.1367,8.20848,43.30368,62.64307,43.87338,77.3385,7.62371,100357.0,101159.0,98751.0,100157.0,412423.0,3.31568841659218,카카오,284.0,286.0,274.0,285.0,245.0,10.0,1129.0
112610,880657688.57,437128951.62,443528736.95,8642857.5,969066819.92,147987755.85,97574461.88,33598765.93,23987795.32,-110311938.06,109417814.93,-86214467.85,126922306.88,65946708.08,3878245268.75,15.271,10.069,8.186,4.158,9.9028,98.557,50.363,11.37312,845.349978,11314.32887,656.957679,26539.991683,473.40671,55.92549,0.5346069999999999,104.752115,7.82655,134.791335,3.336552,-37.503527,-14.842591,30.55606,58.80878,4.00204,16650.0,16800.0,16400.0,16550.0,181540.0,1.3031496062992132,씨에스윈드,292.0,268.0,292.0,277.0,221.0,54.0,1129.0
003670,2088053324.23,1064436010.09,1023617314.14,30494110.0,1566235713.1,144392512.5,60269659.76,29747509.15,38284489.71,-254291664.92,302034472.84,-204320595.15,124672935.76,39882960.31,8586598686.58,9.219,3.848,2.96,1.558,3.7218,103.988,49.023,8.70379,460.703794,15588.73944,596.407734,24399.308987,285.02806,61.86797,0.274065,225.741574,6.67148,174.377347,4.262412,-32.673888,-6.818276,68.873,215.29492,5.48231,157000.0,159000.0,155000.0,155500.0,269281.0,3.8708553221149047,포스코케미칼,291.0,278.0,294.0,286.0,237.0,33.0,1149.0
068270,5047695702.04,1592540899.88,3455154802.16,134997805.0,1849115532.11,1021193459.84,712106830.46,519232380.26,350746671.97,-471983443.24,265988484.87,263738514.99,891456864.46,652462646.51,49500861897.6,55.226,38.511,16.683,11.614,15.3671,46.092,68.45,94.90526,3716.747986,24441.23798,2549.706682,13441.901509,0.0,0.0,0.0,96.589814,14.68829,140.800506,26.707531,187.251041,9.985313,55.52805,75.86773,26.77002,323500.0,327500.0,318000.0,324500.0,528893.0,1.6689210386911957,셀트리온,296.0,294.0,293.0,273.0,272.0,6.0,1156.0
009420,220132430.9,38858947.93,181273482.97,26120319.0,88602270.09,50651038.41,5935188.2,19764498.92,929290.57,-2317735.01,-519345.16,-1633033.3,8829407.2,17096584.9,1868869707.13,57.167,6.699,12.288,9.606,17.4146,21.437,82.347,370.74072,378.33571,3541.93642,17.78865,1696.04112,0.0,0.0,0.0,99.11832,10.58743,2108.08545,22.11031,-1199.62277,1.96788,211.66423,109.31246,21.0928,22950.0,23850.0,22900.0,23550.0,439137.0,1.0420353982300885,한올바이오파마,294.0,292.0,298.0,274.0,272.0,86.0,1158.0
005690,69744383.2,12639164.86,57105218.34,29979475.0,37752047.6,17779291.07,7233378.52,5241801.25,8978054.53,-3604843.68,-178474.58,8418864.22,9002608.52,5160332.25,1014405188.61,47.095,19.16,9.651,7.882,18.8143,22.133,81.878,85.20583,87.42317,952.61099,149.73669,629.63157,0.0,0.0,0.0,197.88805,18.16061,115.53615,27.47639,123.21019,6.4466,112.67903,196.57749,26.8702,15100.0,15200.0,14800.0,14900.0,425544.0,0.8418079096045197,파미셀,298.0,295.0,291.0,283.0,272.0,111.0,1167.0
207940,6424201164.96,1825417992.6,4598783172.36,165412500.0,1164776873.64,416076110.17,292786554.08,240974799.96,202090026.54,-418685827.38,122560118.34,62425221.48,436474559.07,268937320.84,54608298739.55,35.722,25.137,,,,39.693,71.585,18.20175,3642.02826,69504.77099,3054.33426,17604.12414,0.0,0.0,0.0,226.7967,11.88408,270.43536,46.92082,875.48412,,125.11221,203.05214,46.88305,14350.0,14400.0,14150.0,14350.0,127198.0,1.3864734299516903,삼성바이오로직,295.0,298.0,296.0,287.0,272.0,5.0,1176.0
019170,487149865.2,112819609.23,374330255.97,27592495.0,197750767.0,76527204.72,7845515.55,5045736.92,20062347.35,-94957266.63,108654033.17,17407962.83,20054003.55,9350986.54,6650954655.44,38.699,3.967,1.72,1.163,2.3378,30.139,76.841,2.66416,90.65517,7283.55517,363.54718,3583.41583,100.0,103.06407,0.080645,1367.82054,17.02465,341.08365,34.60385,393.09245,17.8048,331.65221,711.257,33.63302,84700.0,85900.0,81100.0,82900.0,1509771.0,6.823045267489712,신풍제약,297.0,297.0,297.0,298.0,244.0,36.0,1189.0
