code,name_x,marginrate,unit,industry,market_x,control,supervision,status,capital,fiscalmonth,groupcode,kospi200kind,section,off,listeddate,maxprice,minprice,ydopen,ydhigh,ydlow,ydclose,creditenabled,parpricechangetype,spac,biglisting,groupname,industryname,membername,종목코드,현재가,시가,고가,저가,거래량,거래대금(원),총상장주식수(천주),외국인보유비율,미결제약정,상한가,하한가,외국인순매매(주),52주최고가,52주최저가,연중주최저가,연중최저가,PER,EPS,자본금(백만원),액면가,배당률,배당수익률,부채비율,유보율,ROE,매출액증가율,경상이익증가율,순이익증가율,매출액(백만원),경상이익(원),당기순이익(원),BPS,영업이익증가율,영업이익(원),매출액영업이익률,매출액경상이익률,이자보상비율,결산년월,분기BPS,분기매출액증가율,분기영업이익증가율,분기경상이익증가율,분기순이익증가율,분기매출액,분기영업이익,분기경상이익(원),분기당기순이익(원),분기매출액영업이익률,분기매출액경상이익률,분기ROE,분기이자보상비율,분기유보율,분기부채비율,최근분기년월,프로그램순매수,당일외국인순매수,당일기관순매수,SPS,CFPS,EBITDA(백만원),신용잔고율,베타계수,당일개인순매수,name_y,close,diff,diffratio,volume,시가총액,시가총액비중,외인비중,지수영향,기여도,market_y,date
375270,KBSTAR 글로벌데이터센터리츠나스닥(합성),100,1,000,1,0,0,0,0,12,0,0,10,0,20210114,16315,8785,12550,12550,12505,12550,0,0,0,0,,,,A375270,12470.0,12535.0,12535.0,12440.0,2896.0,36080000.0,800000.0,0.0,0.0,16315.0,8785.0,0.0,13055.0,9620.0,13055.0,9620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-25.0,0.0,0.0,0.0,0.0,0.14000000059604645,25.0,,,,,,,,,,,,
375500,DL이앤씨,40,1,018,1,0,0,0,2,12,0,1,1,0,20210125,160500,86500,123500,124500,122000,123500,1,0,0,0,,,,A375500,121000.0,122500.0,124000.0,120000.0,168545.0,20452510000.0,19358738.0,25.790000915527344,0.0,160500.0,86500.0,-25066.0,159000.0,103500.0,159000.0,103500.0,0.0,0.0,96793.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20837.0,16755.0,-53288.0,0.0,0.0,0.0,1.2899999618530273,1.2200000286102295,34197.0,DL이앤씨,121000.0,-2500.0,-2.0199999809265137,168545.0,23424.0,0.10000000149011612,25.790000915527344,0.030700000002980232,0.0024999999441206455,kospi,20211120
37550,,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375760,HANARO 탄소효율그린뉴딜,100,1,000,1,0,0,0,0,12,0,0,10,0,20210205,12290,6620,9420,9475,9405,9455,0,0,0,0,,,,A375760,9540.0,9520.0,9540.0,9435.0,26054.0,247000000.0,1400000.0,0.0,0.0,12290.0,6620.0,0.0,10528.0,9205.0,10550.0,9225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0199999809265137,-14.0,,,,,,,,,,,,
375770,KODEX 탄소효율그린뉴딜,100,1,000,1,0,0,0,0,12,0,0,10,0,20210205,12350,6650,9535,9535,9455,9500,0,0,0,0,,,,A375770,9565.0,9515.0,9570.0,9490.0,4357.0,41530000.0,4800000.0,0.0,0.0,12350.0,6650.0,0.0,10560.0,9250.0,10560.0,9250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,794.0,0.0,0.0,0.0,0.0,1.0099999904632568,-794.0,,,,,,,,,,,,
376250,ARIRANG 탄소효율그린뉴딜,100,1,000,1,0,0,0,0,12,0,0,10,0,20210205,12320,6640,9490,9490,9435,9480,0,0,0,0,,,,A376250,9520.0,9460.0,9520.0,9455.0,216.0,2050000.0,650000.0,0.0,0.0,12320.0,6640.0,0.0,10585.0,9205.0,10585.0,9205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.9800000190734863,-58.0,,,,,,,,,,,,
376410,TIGER 탄소효율그린뉴딜,100,1,000,1,0,0,0,0,12,0,0,10,0,20210205,12330,6640,9475,9530,9450,9485,0,0,0,0,,,,A376410,9575.0,9490.0,9575.0,9485.0,18472.0,175890000.0,7500000.0,0.009999999776482582,0.0,12330.0,6640.0,0.0,10552.0,9226.0,10580.0,9250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,429.0,7447.0,0.0,0.0,0.0,0.0,1.0299999713897705,-7876.0,,,,,,,,,,,,
377190,디앤디플랫폼리츠,100,1,026,1,0,0,0,0,3,0,0,3,0,20210827,7040,3800,5420,5430,5380,5420,0,0,0,0,,,,A377190,5370.0,5400.0,5420.0,5370.0,99075.0,533640000.0,64400000.0,0.3700000047683716,0.0,7040.0,3800.0,-1720.0,5500.0,5150.0,5500.0,5150.0,0.0,0.0,64400.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7715.0,-1898.0,13200.0,0.0,0.0,0.0,0.0,0.2199999988079071,-13402.0,디앤디플랫폼리,5370.0,-50.0,-0.9200000166893005,99075.0,3458.0,0.009999999776482582,0.3700000047683716,0.0044999998062849045,0.00839999970048666,kospi,20211120
377300,카카오페이,100,1,021,1,0,0,0,0,12,0,0,1,0,20211103,224000,121000,171000,173500,165000,172500,0,0,0,0,,,,A377300,173500.0,172000.0,176500.0,169500.0,302251.0,52383560000.0,130367125.0,45.2599983215332,0.0,224000.0,121000.0,-26427.0,230000.0,140000.0,230000.0,140000.0,0.0,0.0,65183.0,500.0,0.0,0.0,491.760009765625,1539.739990234375,-17.969999313354492,101.52999877929688,0.0,0.0,284370.0,-25767000000.0,-25050000000.0,1991.0,0.0,-17909000000.0,-6.300000190734863,-9.0600004196167,0.0,202012,1968.0,89.86000061035156,0.0,0.0,0.0,216322.0,2617000000.0,2306000000.0,2708000000.0,1.2100000381469727,1.0700000524520874,6.550000190734863,0.0,293.70001220703125,544.760009765625,202106,617.0,-15334.0,108167.0,0.0,103.0,4294961754.0,0.05999999865889549,2.5299999713897705,-92884.0,카카오페이,173500.0,1000.0,0.5799999833106995,302251.0,226187.0,0.9900000095367432,45.2599983215332,0.296099990606308,0.017000000923871994,kospi,20211120
377990,TIGER Fn신재생에너지,40,1,000,1,0,0,0,0,12,0,0,10,0,20210305,13000,7000,10095,10100,9950,10000,1,0,0,0,,,,A377990,10025.0,9985.0,10055.0,9925.0,41668.0,416970000.0,2150000.0,0.0,0.0,13000.0,7000.0,0.0,11390.0,8770.0,11390.0,8770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-152.0,-4743.0,0.0,0.0,0.0,0.029999999329447746,1.399999976158142,4895.0,,,,,,,,,,,,
378850,화승알앤에이,40,1,015,1,0,0,0,3,12,0,0,1,0,20210315,7340,3960,5620,5740,5590,5650,1,0,0,0,,,,A378850,5820.0,5750.0,5980.0,5610.0,204814.0,1196430000.0,18993623.0,1.2100000381469727,0.0,7340.0,3960.0,-4738.0,9300.0,5140.0,9300.0,5140.0,0.0,0.0,9496.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17552.0,17649.0,-1282.0,0.0,0.0,0.0,1.809999942779541,1.2599999904632568,-16342.0,화승알앤에이,5820.0,170.0,3.009999990463257,204814.0,1105.0,0.0,1.2100000381469727,0.00139999995008111,0.002400000113993883,kospi,20211120
