date,open,high,low,close,volume,price
2020-09-14,2418.330078125,2429.070068359375,2410.7900390625,2427.909912109375,963082600,12021767000000
2020-09-15,2434.590087890625,2444.570068359375,2423.7900390625,2443.580078125,849968900,11840594000000
2020-09-16,2442.719970703125,2450.530029296875,2429.93994140625,2435.919921875,772938400,11855356000000
2020-09-17,2430.77001953125,2437.02001953125,2398.68994140625,2406.169921875,853740300,14235035000000
2020-09-18,2413.530029296875,2417.81005859375,2396.330078125,2412.39990234375,756516800,13965196000000
2020-09-21,2412.43994140625,2427.169921875,2379.3798828125,2389.389892578125,1041993100,14215076000000
2020-09-22,2388.139892578125,2388.489990234375,2323.580078125,2332.590087890625,1051028200,17896725000000
2020-09-23,2352.56005859375,2354.4599609375,2287.43994140625,2333.239990234375,735041500,13562935000000
2020-09-24,2295.6201171875,2309.739990234375,2268.8798828125,2272.699951171875,714881400,12469005000000
2020-09-25,2295.18994140625,2296.360107421875,2267.6298828125,2278.7900390625,697961500,10181604000000
2020-09-28,2301.159912109375,2314.81005859375,2291.320068359375,2308.080078125,605977200,8971171000000
2020-09-29,2331.510009765625,2339.830078125,2320.0400390625,2327.889892578125,646218100,9487146000000
2020-10-05,2330.550048828125,2364.72998046875,2327.830078125,2358.0,763618100,10682774000000
2020-10-06,2369.169921875,2378.280029296875,2355.389892578125,2365.89990234375,861754600,11131424000000
2020-10-07,2350.820068359375,2387.449951171875,2347.820068359375,2386.93994140625,737994300,8971100000000
2020-10-08,2408.489990234375,2409.010009765625,2383.820068359375,2391.9599609375,961726100,12530442000000
2020-10-12,2404.179931640625,2409.419921875,2393.739990234375,2403.72998046875,843574300,10693282000000
2020-10-13,2416.85009765625,2418.889892578125,2385.8701171875,2403.14990234375,724920300,10203177000000
2020-10-14,2403.739990234375,2405.56005859375,2375.5400390625,2380.47998046875,901176700,11018495000000
2020-10-15,2375.909912109375,2376.72998046875,2348.739990234375,2361.2099609375,1165501300,13029475000000
2020-10-16,2363.8798828125,2370.72998046875,2325.030029296875,2341.530029296875,920205400,11141460000000
2020-10-19,2352.919921875,2364.25,2344.77001953125,2346.739990234375,931645000,10490729000000
2020-10-20,2333.56005859375,2358.409912109375,2322.06005859375,2358.409912109375,874293300,11833547000000
2020-10-21,2363.030029296875,2371.739990234375,2356.320068359375,2370.860107421875,812837000,9864097000000
2020-10-22,2355.610107421875,2360.219970703125,2339.72998046875,2355.050048828125,815612100,9774988000000
2020-10-23,2364.840087890625,2368.570068359375,2344.489990234375,2360.81005859375,890384600,10724121000000
2020-10-26,2366.5,2374.5,2342.580078125,2343.909912109375,822267700,11654273000000
2020-10-27,2328.659912109375,2349.330078125,2321.22998046875,2330.840087890625,666941800,11269186000000
2020-10-28,2324.179931640625,2345.4599609375,2316.469970703125,2345.260009765625,705770200,8941027000000
2020-10-29,2312.340087890625,2330.169921875,2299.909912109375,2326.669921875,509768100,10357788000000
2020-10-30,2319.56005859375,2320.199951171875,2266.929931640625,2267.14990234375,795585200,11782117000000
2020-11-02,2276.610107421875,2302.639892578125,2267.949951171875,2300.159912109375,678501100,8514452000000
2020-11-03,2315.81005859375,2344.77001953125,2315.300048828125,2343.31005859375,887445400,10874229000000
2020-11-04,2361.320068359375,2371.139892578125,2339.949951171875,2357.320068359375,986786300,14835038000000
2020-11-05,2373.409912109375,2413.7900390625,2370.85009765625,2413.7900390625,702037400,12578752000000
2020-11-06,2421.7900390625,2431.110107421875,2404.969970703125,2416.5,825568500,12579332000000
2020-11-09,2438.6298828125,2459.14990234375,2434.52001953125,2447.199951171875,1354862700,14847225000000
2020-11-10,2453.949951171875,2457.93994140625,2435.590087890625,2452.830078125,1464168000,17981336000000
2020-11-11,2459.5,2488.0400390625,2459.5,2485.8701171875,1272038600,18307325000000
2020-11-12,2482.679931640625,2488.7900390625,2467.0400390625,2475.6201171875,1278691900,16420009000000
2020-11-13,2470.1201171875,2495.77001953125,2460.9599609375,2493.8701171875,1072383400,17043855000000
2020-11-16,2507.4599609375,2546.3701171875,2507.4599609375,2543.030029296875,1239135100,19088399000000
2020-11-17,2544.1201171875,2556.090087890625,2533.340087890625,2539.14990234375,1267494700,17795513000000
2020-11-18,2548.85009765625,2553.949951171875,2536.780029296875,2545.639892578125,923504300,13554047000000
2020-11-19,2536.889892578125,2548.949951171875,2529.530029296875,2547.419921875,976483400,12515007000000
2020-11-20,2544.06005859375,2558.2099609375,2539.7900390625,2553.5,1129500800,12266185000000
2020-11-23,2560.0400390625,2605.580078125,2553.699951171875,2602.590087890625,1649443100,15763526000000
2020-11-24,2616.280029296875,2628.52001953125,2605.030029296875,2617.760009765625,1364506400,16886574000000
2020-11-25,2637.340087890625,2642.260009765625,2583.409912109375,2601.5400390625,1410104800,21795847000000
2020-11-26,2605.72998046875,2625.969970703125,2592.429931640625,2625.909912109375,1387435200,12714565000000
2020-11-27,2624.800048828125,2635.0,2618.469970703125,2633.449951171875,1196041600,12641691000000
2020-11-30,2648.050048828125,2648.659912109375,2591.340087890625,2591.340087890625,1311831300,21231831000000
2020-12-01,2613.419921875,2638.8701171875,2611.669921875,2634.25,1151129200,15947293000000
2020-12-02,2645.8798828125,2677.260009765625,2644.530029296875,2675.89990234375,1076203600,17506705000000
2020-12-03,2686.3798828125,2696.219970703125,2672.85009765625,2696.219970703125,817065900,15605053000000
2020-12-04,2705.340087890625,2742.77001953125,2705.340087890625,2731.449951171875,1778896500,19875836000000
2020-12-07,2738.110107421875,2754.010009765625,2711.419921875,2745.43994140625,1499265100,17933011000000
2020-12-08,2745.1298828125,2747.449951171875,2700.919921875,2700.929931640625,1415239900,17157198000000
2020-12-09,2703.300048828125,2755.469970703125,2703.300048828125,2755.469970703125,1252304500,17007606000000
2020-12-10,2750.340087890625,2765.4599609375,2718.699951171875,2746.4599609375,1227651000,20630646000000
2020-12-11,2754.159912109375,2781.0400390625,2754.159912109375,2770.06005859375,1215239000,18329100000000
2020-12-14,2769.429931640625,2782.7900390625,2755.2900390625,2762.199951171875,1113630900,17012253000000
2020-12-15,2763.64990234375,2769.3701171875,2735.080078125,2756.820068359375,1093522700,15537969000000
2020-12-16,2763.639892578125,2781.080078125,2761.5,2771.7900390625,1166637800,13649676000000
2020-12-17,2769.889892578125,2772.7099609375,2742.25,2770.429931640625,1015484000,16275328000000
2020-12-18,2770.949951171875,2782.14990234375,2762.800048828125,2772.179931640625,1059143700,19166224000000
2020-12-21,2771.97998046875,2780.239990234375,2747.090087890625,2778.64990234375,1139513600,18972230000000
2020-12-22,2772.030029296875,2774.219970703125,2733.639892578125,2733.679931640625,1260761700,19881377000000
2020-12-23,2737.739990234375,2769.080078125,2716.280029296875,2759.820068359375,1121346800,20281217000000
2020-12-24,2762.60009765625,2812.159912109375,2762.60009765625,2806.860107421875,1030890400,19984695000000
2020-12-28,2820.949951171875,2834.590087890625,2799.56005859375,2808.60009765625,1006249600,24197780000000
2020-12-29,2810.550048828125,2823.43994140625,2792.06005859375,2820.510009765625,1046839000,19299049000000
2020-12-30,2820.360107421875,2878.2099609375,2809.35009765625,2873.469970703125,1074033400,17928854000000
2021-01-04,2874.5,2946.5400390625,2869.110107421875,2944.449951171875,1026510400,25011393000000
2021-01-05,2943.669921875,2990.570068359375,2921.840087890625,2990.570068359375,1519911700,26548380000000
2021-01-06,2993.340087890625,3027.159912109375,2961.3701171875,2968.2099609375,1793418500,29909396000000
2021-01-07,2980.75,3055.280029296875,2980.75,3031.679931640625,1524654500,27182807000000
2021-01-08,3040.110107421875,3161.110107421875,3040.110107421875,3152.179931640625,1297903300,40909490000000
2021-01-11,3161.89990234375,3266.22998046875,3096.18994140625,3148.449951171875,1712525800,44433772000000
2021-01-12,3145.8701171875,3154.7900390625,3047.56005859375,3125.949951171875,1390617800,31407397000000
2021-01-13,3128.260009765625,3164.3701171875,3109.6298828125,3148.2900390625,1578042100,24725590000000
2021-01-14,3148.64990234375,3159.030029296875,3128.719970703125,3149.929931640625,1233182900,24122956000000
2021-01-15,3153.840087890625,3189.89990234375,3085.89990234375,3085.89990234375,1331079300,23162291000000
2021-01-18,3079.89990234375,3079.89990234375,3003.889892578125,3013.929931640625,1472048500,23186884000000
2021-01-19,3013.050048828125,3107.0,3011.320068359375,3092.659912109375,1353312400,24190452000000
2021-01-20,3115.0400390625,3145.010009765625,3077.14990234375,3114.550048828125,1192695200,24628056000000
2021-01-21,3123.27001953125,3163.2099609375,3123.27001953125,3160.840087890625,1360065400,25279964000000
2021-01-22,3163.830078125,3185.260009765625,3140.60009765625,3140.6298828125,1111222900,24305355000000
2021-01-25,3144.010009765625,3212.219970703125,3142.800048828125,3208.989990234375,1093652700,21172002000000
2021-01-26,3203.9599609375,3209.179931640625,3132.669921875,3140.31005859375,873023700,21874953000000
2021-01-27,3143.4599609375,3182.530029296875,3118.889892578125,3122.56005859375,924582300,20147107000000
2021-01-28,3114.97998046875,3114.97998046875,3046.639892578125,3069.050048828125,1310454700,23007882000000
2021-01-29,3078.72998046875,3100.219970703125,2962.699951171875,2976.2099609375,995071200,24350307000000
2021-02-01,2976.81005859375,3056.8701171875,2947.239990234375,3056.530029296875,969262000,20724667000000
2021-02-02,3065.56005859375,3138.949951171875,3065.56005859375,3096.81005859375,887313600,19143871000000
2021-02-03,3108.419921875,3142.260009765625,3091.85009765625,3129.679931640625,901788700,22427782000000
2021-02-04,3135.02001953125,3135.02001953125,3068.4599609375,3087.550048828125,1460945700,20648472000000
2021-02-05,3098.489990234375,3124.6201171875,3081.780029296875,3120.6298828125,1193486700,19789811000000
2021-02-08,3113.6298828125,3128.5400390625,3085.590087890625,3091.239990234375,1277207100,19312219000000
2021-02-09,3102.25,3129.659912109375,3084.669921875,3084.669921875,2145388400,18389342000000
2021-02-10,3088.1298828125,3111.8798828125,3064.25,3100.580078125,2152916500,18333691000000
2021-02-15,3108.699951171875,3156.56005859375,3108.699951171875,3147.0,1604653400,16944151000000
2021-02-16,3151.85009765625,3180.93994140625,3145.840087890625,3163.25,1944395600,17171320000000
2021-02-17,3162.949951171875,3162.949951171875,3115.47998046875,3133.72998046875,1784126500,16846120000000
2021-02-18,3131.739990234375,3140.39990234375,3086.659912109375,3086.659912109375,1860566700,18141179000000
2021-02-19,3089.9599609375,3109.669921875,3040.280029296875,3107.6201171875,3455504500,19720469000000
2021-02-22,3114.030029296875,3142.47998046875,3079.159912109375,3079.75,1831955900,18224657000000
2021-02-23,3069.260009765625,3094.2900390625,3035.4599609375,3070.090087890625,2357758900,17661157000000
2021-02-24,3070.580078125,3092.050048828125,2993.4599609375,2994.97998046875,1560930500,21519850000000
2021-02-25,3026.469970703125,3099.800048828125,3026.469970703125,3099.68994140625,1280086200,17213950000000
2021-02-26,3089.489990234375,3089.489990234375,2988.280029296875,3012.949951171875,1361310100,21504876000000
2021-03-02,3021.679931640625,3096.5,3020.739990234375,3043.8701171875,1749871000,18852145000000
2021-03-03,3041.199951171875,3083.0400390625,3029.3701171875,3082.989990234375,2236687800,14714276000000
2021-03-04,3076.8798828125,3076.8798828125,3022.5400390625,3043.489990234375,1278951800,17149583000000
2021-03-05,3036.159912109375,3036.97998046875,2982.449951171875,3026.260009765625,1187225700,16767185000000
2021-03-08,3031.989990234375,3055.64990234375,2992.639892578125,2996.110107421875,1928301600,15786853000000
2021-03-09,2989.9599609375,3000.489990234375,2929.360107421875,2976.1201171875,1534217900,18419498000000
2021-03-10,2980.760009765625,3013.949951171875,2951.530029296875,2958.1201171875,905646600,13586638000000
2021-03-11,2964.300048828125,3028.3701171875,2964.300048828125,3013.699951171875,1349204300,16024119000000
2021-03-12,3030.72998046875,3061.429931640625,3030.72998046875,3054.389892578125,1669085100,13112978000000
2021-03-15,3057.06005859375,3065.169921875,3036.139892578125,3045.7099609375,1161784400,12580943000000
2021-03-16,3049.22998046875,3071.5400390625,3049.22998046875,3067.169921875,1123921800,12930136000000
2021-03-17,3067.760009765625,3069.570068359375,3027.199951171875,3047.5,814990900,13933301000000
2021-03-18,3054.929931640625,3090.18994140625,3054.929931640625,3066.010009765625,1232596100,15133171000000
2021-03-19,3063.010009765625,3063.010009765625,3022.489990234375,3039.530029296875,1068468200,16337600000000
2021-03-22,3040.010009765625,3048.110107421875,3019.60009765625,3035.4599609375,915739400,13348889000000
2021-03-23,3038.25,3058.7900390625,3003.050048828125,3004.739990234375,1331209500,16167128000000
2021-03-24,2996.320068359375,3006.5400390625,2971.0400390625,2996.35009765625,978431300,13400024000000
2021-03-25,2995.669921875,3024.6298828125,2987.830078125,3008.330078125,940353500,13434687000000
2021-03-26,3012.7900390625,3041.860107421875,3012.7900390625,3041.010009765625,1036383000,15837825000000
2021-03-29,3047.7099609375,3054.2099609375,3025.389892578125,3036.0400390625,1288846400,16736098000000
2021-03-30,3038.43994140625,3074.570068359375,3038.43994140625,3070.0,1023074500,14149217000000
2021-03-31,3073.389892578125,3093.889892578125,3061.39990234375,3061.419921875,1146989200,14537437000000
2021-04-01,3073.77001953125,3090.8798828125,3069.679931640625,3087.39990234375,922680300,14035773000000
2021-04-02,3104.719970703125,3121.580078125,3101.60009765625,3112.800048828125,792704500,13442350000000
2021-04-05,3121.22998046875,3127.199951171875,3101.860107421875,3120.830078125,1084791600,13010540000000
2021-04-06,3123.800048828125,3139.2900390625,3110.18994140625,3127.080078125,1279017400,13676601000000
2021-04-07,3129.070068359375,3146.18994140625,3125.330078125,3137.409912109375,1984773800,14490176000000
2021-04-08,3137.25,3145.81005859375,3122.090087890625,3143.260009765625,1357293200,17080031000000
2021-04-09,3146.510009765625,3156.0400390625,3125.239990234375,3131.8798828125,1823162200,15093694000000
2021-04-12,3134.8798828125,3147.27001953125,3127.909912109375,3135.590087890625,1048782900,13288261000000
2021-04-13,3138.2099609375,3173.260009765625,3136.989990234375,3169.080078125,1741348000,16363773000000
2021-04-14,3169.949951171875,3188.320068359375,3162.1201171875,3182.3798828125,1776265300,15552014000000
2021-04-15,3180.72998046875,3204.47998046875,3178.989990234375,3194.330078125,1312991900,17671286000000
2021-04-16,3194.080078125,3206.760009765625,3185.669921875,3198.6201171875,985278100,15542110000000
2021-04-19,3201.110107421875,3214.449951171875,3193.39990234375,3198.840087890625,1060619200,15378168000000
2021-04-20,3198.31005859375,3220.820068359375,3195.9599609375,3220.699951171875,1296160000,14508206000000
2021-04-21,3214.239990234375,3214.239990234375,3165.489990234375,3171.659912109375,1767090500,16916024000000
2021-04-22,3174.52001953125,3196.969970703125,3174.52001953125,3177.52001953125,1752691600,14862861000000
2021-04-23,3173.469970703125,3188.699951171875,3146.5400390625,3186.10009765625,2253793000,15653205000000
2021-04-26,3191.340087890625,3217.530029296875,3191.340087890625,3217.530029296875,1298330400,15753767000000
2021-04-27,3218.300048828125,3223.050048828125,3203.25,3215.419921875,1534230400,17177221000000
2021-04-28,3217.2099609375,3219.68994140625,3176.550048828125,3181.469970703125,1412620900,18379828000000
2021-04-29,3184.75,3200.409912109375,3161.06005859375,3174.070068359375,1222430200,19126666000000
2021-04-30,3176.429931640625,3179.429931640625,3143.3798828125,3147.860107421875,1359455100,19207526000000
