date,open,high,low,close,volume,price
2020-05-04,1906.4200439453125,1918.6600341796875,1894.2900390625,1895.3699951171875,1146855400,10261902000000
2020-05-06,1919.449951171875,1928.760009765625,1902.550048828125,1928.760009765625,1082526800,8550700000000
2020-05-07,1922.0,1938.5,1918.5699462890625,1928.6099853515625,775657900,7383335000000
2020-05-08,1944.93994140625,1956.8900146484375,1942.5400390625,1945.8199462890625,784772600,7941567000000
2020-05-11,1953.510009765625,1960.4599609375,1932.8699951171875,1935.4000244140625,591282900,7752760000000
2020-05-12,1938.6199951171875,1938.6199951171875,1905.1700439453125,1922.1700439453125,799930000,9681896000000
2020-05-13,1897.5,1940.4200439453125,1897.239990234375,1940.4200439453125,618783600,9012307000000
2020-05-14,1922.43994140625,1931.4300537109375,1913.489990234375,1924.9599609375,760646300,9469021000000
2020-05-15,1937.6300048828125,1938.5899658203125,1913.2099609375,1927.280029296875,866357200,9723312000000
2020-05-18,1934.510009765625,1943.0699462890625,1921.1400146484375,1937.1099853515625,761695900,9394306000000
2020-05-19,1977.469970703125,1983.77001953125,1968.5899658203125,1980.6099853515625,773414600,11918300000000
2020-05-20,1972.1199951171875,1992.199951171875,1972.1199951171875,1989.6400146484375,699446900,8248632000000
2020-05-21,2003.199951171875,2004.949951171875,1993.0,1998.31005859375,601199300,8636997000000
2020-05-22,2001.5999755859375,2002.6500244140625,1961.4000244140625,1970.1300048828125,847467200,9509771000000
2020-05-25,1980.510009765625,1994.9000244140625,1967.8399658203125,1994.5999755859375,641458900,7960324000000
2020-05-26,2001.0,2029.8900146484375,1997.93994140625,2029.780029296875,1017804000,12545313000000
2020-05-27,2027.9000244140625,2043.43994140625,2019.8199462890625,2031.199951171875,1178847600,12635098000000
2020-05-28,2047.0799560546875,2054.52001953125,2003.75,2028.5400390625,1172134300,14479213000000
2020-05-29,2018.3699951171875,2038.8900146484375,2006.6199951171875,2029.5999755859375,1086214500,14084590000000
2020-06-01,2037.0400390625,2065.3798828125,2035.6300048828125,2065.080078125,997348400,9839657000000
2020-06-02,2061.449951171875,2089.429931640625,2059.139892578125,2087.18994140625,1000332100,10232916000000
2020-06-03,2108.550048828125,2156.550048828125,2107.68994140625,2147.0,1152001300,16998832000000
2020-06-04,2181.639892578125,2191.0,2139.679931640625,2151.179931640625,1393307800,16034002000000
2020-06-05,2151.169921875,2187.25,2138.179931640625,2181.8701171875,854591400,12778905000000
2020-06-08,2215.60009765625,2217.2099609375,2174.9599609375,2184.2900390625,854035200,13145519000000
2020-06-09,2206.22998046875,2212.169921875,2166.010009765625,2188.919921875,817085400,14689860000000
2020-06-10,2187.909912109375,2200.679931640625,2178.1201171875,2195.68994140625,706294000,12888183000000
2020-06-11,2184.360107421875,2200.719970703125,2148.510009765625,2176.780029296875,827381400,16987057000000
2020-06-12,2088.239990234375,2137.1201171875,2084.6298828125,2132.300048828125,689896700,14960780000000
2020-06-15,2114.409912109375,2129.669921875,2030.8199462890625,2030.8199462890625,1072277700,18242464000000
2020-06-16,2091.090087890625,2138.080078125,2079.02001953125,2138.050048828125,973638900,13837056000000
2020-06-17,2133.179931640625,2154.3701171875,2105.260009765625,2141.050048828125,927515700,15458440000000
2020-06-18,2134.35009765625,2145.1298828125,2120.2900390625,2133.47998046875,767184200,11089871000000
2020-06-19,2153.090087890625,2153.570068359375,2108.909912109375,2141.320068359375,1079452600,12300498000000
2020-06-22,2126.3798828125,2142.8798828125,2122.10009765625,2126.72998046875,789371900,10098315000000
2020-06-23,2149.1298828125,2158.14990234375,2110.510009765625,2131.239990234375,917567400,13496081000000
2020-06-24,2145.929931640625,2171.860107421875,2143.909912109375,2161.510009765625,913896100,13324797000000
2020-06-25,2130.449951171875,2143.330078125,2112.3701171875,2112.3701171875,1017720600,10692627000000
2020-06-26,2137.469970703125,2142.0400390625,2115.25,2134.64990234375,761043600,9821159000000
2020-06-29,2105.5400390625,2120.5,2087.840087890625,2093.47998046875,643155800,9025867000000
2020-06-30,2124.3798828125,2134.3798828125,2108.260009765625,2108.330078125,708604800,11699082000000
2020-07-01,2128.81005859375,2133.550048828125,2101.330078125,2106.699951171875,1116220800,10232631000000
2020-07-02,2116.719970703125,2135.3701171875,2113.97998046875,2135.3701171875,1091965100,10745168000000
2020-07-03,2147.889892578125,2153.5400390625,2135.300048828125,2152.409912109375,770054700,8649543000000
2020-07-06,2158.949951171875,2191.280029296875,2157.7099609375,2187.929931640625,666902000,11656294000000
2020-07-07,2202.0400390625,2206.7900390625,2164.030029296875,2164.169921875,847434300,14858393000000
2020-07-08,2166.760009765625,2173.830078125,2150.889892578125,2158.8798828125,677810100,11567569000000
2020-07-09,2171.14990234375,2181.47998046875,2166.739990234375,2167.89990234375,619368200,12029949000000
2020-07-10,2171.43994140625,2171.52001953125,2140.2900390625,2150.25,886987400,12048058000000
2020-07-13,2170.510009765625,2188.800048828125,2163.070068359375,2186.06005859375,650230800,10462265000000
2020-07-14,2176.429931640625,2183.610107421875,2165.60009765625,2183.610107421875,810952100,11633360000000
2020-07-15,2208.72998046875,2216.969970703125,2190.659912109375,2201.8798828125,830266100,13641396000000
2020-07-16,2203.300048828125,2207.340087890625,2177.820068359375,2183.760009765625,784637000,11304254000000
2020-07-17,2187.85009765625,2204.199951171875,2187.85009765625,2201.18994140625,569297000,10191102000000
2020-07-20,2209.590087890625,2209.590087890625,2183.830078125,2198.199951171875,686819300,12025004000000
2020-07-21,2219.18994140625,2234.860107421875,2214.280029296875,2228.830078125,918483100,15759332000000
2020-07-22,2228.199951171875,2238.860107421875,2221.6201171875,2228.659912109375,856218100,15651892000000
2020-07-23,2227.239990234375,2227.239990234375,2202.989990234375,2216.18994140625,934542300,16328982000000
2020-07-24,2196.72998046875,2219.570068359375,2195.489990234375,2200.43994140625,1001024900,17156946000000
2020-07-27,2203.47998046875,2231.25,2203.47998046875,2217.860107421875,928624500,14256877000000
2020-07-28,2238.18994140625,2266.0,2237.2099609375,2256.989990234375,866725700,17516981000000
2020-07-29,2258.35009765625,2276.7900390625,2252.239990234375,2263.159912109375,899494100,15500571000000
2020-07-30,2275.330078125,2281.330078125,2263.81005859375,2267.010009765625,713039400,13550209000000
2020-07-31,2278.530029296875,2281.409912109375,2248.489990234375,2249.3701171875,739688700,13002293000000
2020-08-03,2251.64990234375,2254.3798828125,2237.0400390625,2251.0400390625,648462400,13612906000000
2020-08-04,2272.330078125,2284.659912109375,2269.68994140625,2279.969970703125,722906300,15287235000000
2020-08-05,2289.22998046875,2312.139892578125,2283.949951171875,2311.860107421875,841298500,17883091000000
2020-08-06,2322.639892578125,2352.47998046875,2322.639892578125,2342.610107421875,797147000,17831685000000
2020-08-07,2349.25,2362.239990234375,2333.6201171875,2351.669921875,812594600,17585764000000
2020-08-10,2353.919921875,2390.510009765625,2349.330078125,2386.3798828125,784617400,19511321000000
2020-08-11,2396.110107421875,2429.360107421875,2396.110107421875,2418.669921875,843437900,19680402000000
2020-08-12,2414.780029296875,2432.35009765625,2393.27001953125,2432.35009765625,763734700,16680055000000
2020-08-13,2455.280029296875,2458.169921875,2412.489990234375,2437.530029296875,907218700,18250022000000
2020-08-14,2427.85009765625,2435.0,2383.68994140625,2407.489990234375,968124500,16595686000000
2020-08-18,2405.840087890625,2419.64990234375,2336.780029296875,2348.239990234375,909750100,17572479000000
2020-08-19,2370.8701171875,2380.10009765625,2353.169921875,2360.5400390625,637965000,12367503000000
2020-08-20,2339.909912109375,2357.080078125,2270.85009765625,2274.219970703125,903743600,17101785000000
2020-08-21,2306.159912109375,2329.340087890625,2280.969970703125,2304.590087890625,865735500,14111672000000
2020-08-24,2309.3798828125,2332.330078125,2283.47998046875,2329.830078125,649276900,11654192000000
2020-08-25,2352.14990234375,2369.780029296875,2340.969970703125,2366.72998046875,771584800,13567979000000
2020-08-26,2367.739990234375,2374.679931640625,2336.97998046875,2369.320068359375,956477600,14435847000000
2020-08-27,2371.949951171875,2373.360107421875,2344.3798828125,2344.449951171875,913917000,15184934000000
2020-08-28,2362.219970703125,2379.260009765625,2345.280029296875,2353.800048828125,1297312400,15539938000000
2020-08-31,2377.090087890625,2381.5,2326.06005859375,2326.169921875,1647817500,19494383000000
2020-09-01,2340.18994140625,2355.89990234375,2331.22998046875,2349.550048828125,1085245100,16664315000000
2020-09-02,2363.429931640625,2369.570068359375,2341.2900390625,2364.3701171875,1429273300,15793103000000
2020-09-03,2383.260009765625,2401.780029296875,2382.22998046875,2395.89990234375,981546000,17420976000000
2020-09-04,2332.679931640625,2371.02001953125,2332.679931640625,2368.25,1351039300,19692978000000
2020-09-07,2369.85009765625,2387.489990234375,2362.419921875,2384.219970703125,1197385400,17183375000000
2020-09-08,2402.659912109375,2407.56005859375,2391.429931640625,2401.909912109375,979357200,17297863000000
2020-09-09,2372.530029296875,2388.85009765625,2369.1201171875,2375.81005859375,946247400,15502530000000
2020-09-10,2404.830078125,2406.679931640625,2388.56005859375,2396.47998046875,1064574000,15782939000000
2020-09-11,2389.760009765625,2397.56005859375,2374.0,2396.68994140625,882880300,12068892000000
